,origin,Unnamed: 0,text,author.userName,misinformation,stance,isUSRelated,notes,opinion_label,true_label,claimbuster_score
551,T2,1154027,"@Tweeet_Book @MiaPurkiss @erichearn @ukhomeoffice 1. I did not say that.
2. I did not even imply it.
3. I am not anti-#immigrant, nor am I anti-#migrant worker

I hope the above statements clears up your 
misunderstanding of my original tweet.

Happy New Year",Brexit_Mistake,O,U,0,,1,,0.2926940421
552,T4,189102,"@PoliticsJOE_UK @slim1874 Most #immigrants do work and do pay tax.
- the problem is the type of immigrant who avoids tax https://t.co/p5htW6xQoR",Brexit_Mistake,T,P,1,,0,1.0,0.3911026774
553,T3,1523591,"@DrChrisParry And the systematic persecution of Syrian Christian refugees by the Home Office which accepted none from UN run refugee camps in Lebanon. Plenty of Syrian Muslims accepted, however.",BrianCo48405777,E,U,0,,0,0.0,0.8057635461
554,T4,774451,@sandieshoes How many migrants do China &amp; Russia take in?,BrianCo48405777,O,U,0,,1,,0.656714219
555,T2,1265330,"@NJ_Timothy Storch Report 1964 ""Freedom of movement, in true sense of the word, can only be ensured in practice if housing opportunities of workers &amp;families are sufficient"" &amp; 1967 Group on Social Questions noted importance of integrating migrant workers &amp; families in cultural &amp; social life""",BrianCo48405777,T,P,1,,0,1.0,0.5047725091
556,T4,646944,@FionaIsrael1 @MailOnline So this is going back to Beveridge's contributory National Insurance means-tested National Assistance split. Will it mean that migrants get less incentive to enter illegally?,BrianCo48405777,T,U,0,,0,1.0,0.6128604903
557,T4,713356,@BenGoldsmith Deportation Now!,BrianCo48405777,O,A,0,,1,,0.362338345
558,T2,1256442,New York Just Made Every American Citizen's Worst Fears About Illegal Immigration Come True https://t.co/365jYNTnOt,BrianCraigShow,E,A,1,,0,0.0,0.7404317927
559,T4,108494,The Ukrainian-Russian Border Is OUR Border!!' Democrat Gerry Connolly Rages At Republicans Over Opposition to Ukraine Aid Package https://t.co/u5Fy9o7xuJ via @mediaite,BrianCraigShow,NR,NR,NR,NR,0,,0.629525693
560,T4,306660,City plans to defund its police force to pay for illegal immigrants https://t.co/UW7WJReqY4 via @worldnetdaily,BrianCraigShow,T,U,1,,0,1.0,0.7467417761
561,T4,327125,How Michigan’s immigrant rent subsidy became a focus of conservative outrage https://t.co/Hquld6BJnS,BrianCraigShow,T,U,1,,0,1.0,0.4468323193
562,T4,524912,"NYC Hands Out Prepaid Debit Cards Because Immigrants Threw Away Charity Food - Yes, You Read That Right via @WestJournalism https://t.co/sgttl1HSDm",BrianCraigShow,E,A,1,,0,0.0,0.5967619127
563,T2,1352414,"@Muinchille Or, and incoming Shinner government, a multi bn € loss in corporate tax revenue, a population which has to emigrate for good jobs and another country to your north which won’t countenance merging. Otherwise all correct.",BryanMa50902802,E,U,0,,0,0.0,0.720948964
564,T3,1521471,"@Muinchille DeValera’s Ireland, which we ducked. “Dev's Ireland was appalling, poverty stricken, TB riddled, low life expectancy, toxic grasp of catholic church, unemployment, emigration, women treated like breeding stock, abuse &amp; cruelty in magdalenes, laundries, industrial schools. “",BryanMa50902802,E,U,0,,0,0.0,0.5941768411
565,T4,570078,@Pirates_of_ISB @rtenews You get poverty and emigration.,BryanMa50902802,O,U,0,,1,,0.4263061598
566,T4,166529,@TomasMac45397 @AodhMorONeill Hard working immigrants improve a country.,BryanMa50902802,O,U,0,,1,,0.37861629
567,T4,768216,"Failed asylum seeker, 40, who wore a sign saying 'migrants are not criminals' raped a 15-year-old girl after his deportation back to Africa was blocked by do-gooder cabin crew.
Headline from the Daily Mail and reported on BBC R4 this morning.",ByrneBarry,T,U,0,,0,1.0,0.7260720895
568,T2,1260476,"Asylum seekers in PM’s constituency claim accommodation ‘not fit to live in’  https://t.co/DZyZxgvl4B 

Hillingdon Council has had one of the fewest council tax rises in the country for over a decade.
A Conservative council doing their best with tax payers money. That could alter",ByrneBarry,T,U,0,,0,1.0,0.7540001091
569,T4,767752,"News this morning so far.
A failed asylum seeker convicted of raping a 15 year old after cabin crew prevented deportation.
A Home Office 'decision maker' trying to extort money from an asylum claimant.
An African who supports a French speaking community of Africans in the ..cont/",ByrneBarry,T,U,0,,0,1.0,0.5817948592
570,T2,1339019,"@canadiancarol1 @MailOnline Good point, but the same as we do nothing to defend ourselves, such thinking applies to the children.
Whatever happens it seems we mustn't rock the migrant boat (no pun intended) not sure who we might offend by being concerned about child welfare, but must be powerful.",ByrneBarry,O,U,0,,1,,0.1966048105
571,T2,1084358,"@SayersTrish I really don't know. A totally twisted sense of human rights, where the rights of an asylum seeker, convicted of rape take precedence of the rights of a victim and potentially future victims.",ByrneBarry,O,A,0,"asylumm seekers, the idea that these rights ""take precedence"" over victims' rights is misleading. Legal frameworks typically balance the rights of all parties, including ensuring that those convicted of crimes are held accountable.",1,,0.1578047403
572,T2,1340688,"Afghans risk dying in freezing temperatures in Calais, charities warn https://t.co/NkV2riBz8x 

How is it our responsibility? They are in France.
The charities are enabling the migrant stay in tents by giving basic sustenance &amp; continuing to give them hope of reaching the UK.",ByrneBarry,T,A,0,,0,1.0,0.4632651527
573,T2,1420271,@mikelonerider @pritipatel We also need amendment to our own immigration act and asylum seekers legislation of 1997. That is directly within our ability to take immediate action and is one of the major pull factors.,ByrneBarry,O,A,0,,1,,0.3841444472
574,T2,1121887,"A Home Office spokesperson has previously said: ""Since 1999, the Home Office has had a statutory obligation to provide accommodation and other support to asylum seekers who would otherwise be destitute whilst their application for asylum is being considered.",ByrneBarry,F,U,0,,0,0.0,0.7257322537
575,T2,1452911,"Deported foreign criminals returned to Britain, reveals Sue Reid https://t.co/VfxB9Unmku via @MailOnline 

The border is a sieve.",ByrneBarry,E,A,0,"the article claims 1 in 9 prisoners in UK were foreigners in 2019, as the number still increases, in 2023, there were 12% https://lordslibrary.parliament.uk/foreign-national-offenders-in-uk-prisons-powers-to-deport/",0,0.0,0.5261465707
576,T2,1175037,"Migrant crisis: 'Large stone unturned' in fight against smugglers – Boris told to act https://t.co/5CzIkLzbFG 

Daily Express giving publicity to Care4Calais and it's founder, who thought of other ways of giving comfort to a Tunisian migrant, other than soup and rolls.",ByrneBarry,T,U,0,,0,1.0,0.515385598
577,T2,1143057,"Just can't get over it. The Home Office is buying sun hats for migrants from Africa and the Middle East landing at the scorching desert that is Dover.
Is there any more ways they can find of spending your money?",ByrneBarry,F,A,0,,0,0.0,0.6581273379
578,T3,1502640,"""Adult""  FBPE;

Fake ""Sir""

Supports operations of organised crime gangs in SAFE EU France.

No irony in migrants paying people smuggling gangs to get OUT of the EU.

Evades the 100 million Euros made by gangs funds modern day slavery, enforced prostitution, gun / drug running.",Callan4077,E,A,0,,0,0.0,0.8535674036
579,T3,1502639,"@Englishdragon81 @PhilMyers53 @carolvorders ""Adult""  FBPE;

Fake ""Sir""

Supports operations of organised crime gangs in SAFE EU France.

No irony in migrants paying people smuggling gangs to get OUT of the EU.

Evades the 100 million Euros made by gangs funds modern day slavery, enforced prostitution, gun / drug running.",Callan4077,E,A,0,,0,0.0,0.8317484066
580,T2,1236999,"@JanenotagainDoe @Andy_sMyName @Hanasoph Totally agree.

In fact, while I am generally against any boycotts or anything like them, I intend never to set foot in the place ever again and never buy anything they produce.

They have waged a form of hybrid warfare against the UK using migrants to do it.",Callan4077,O,U,0,,1,,0.4637138293
581,T3,1502915,"We might be best off using the overseas aid budget to fund migrants who funded organised crime to get here by sea.

Because they ain't asylum seekers and they ain't overseas any more are they? 🧐",Callan4077,E,A,0,,0,0.0,0.68808415
582,T3,1500013,"@RHe4ther @CounsellingSam @LBC Refugees aren't the issue here.

I would wager he didn't fund organised crime to get here because he was a genuine refugee.

And before the obligatory whinge, any genuine refugee can claim asylum in safe EU France.",Callan4077,E,P,0,,0,0.0,0.6892737835
583,T3,1531068,"Mexico's expected crackdown on migrants illustrates that country's increasingly crucial role in the Biden administration's border management strategy, and the operation is part of a broader effort by the U.S. to persuade other countries to reduce U.S.-bound migration.",camiloreports,T,A,1,,0,1.0,0.633661492
584,T3,1560532,"The operations to stop or slow down U.S.-bound migrants before they reach America's southern border are expected to take place over the next ""several days,"" according to a senior Biden administration official who briefed reporters on Tuesday.",camiloreports,T,I,1,,0,1.0,0.7825744181
585,T2,1284973,"The U.S. has enrolled 176 asylum-seekers in the Remain-in-Mexico program, which it resurrected earlier this month to comply with a court order. Most of the asylum-seekers returned to Mexico so far are Nicaraguans, and the rest hail from Venezuela, Cuba, Colombia and Ecuador.",camiloreports,T,I,1,,0,1.0,0.9207943053
586,T2,1311201,"For more on the border policy infighting among Biden officials, read our November story. Officials have clashed over Title 42, Haiti deportations, Remain-in-Mexico, vaccinating migrants and plans to expel migrant teens and forge an asylum deal with Mexico.
https://t.co/D6eKsiGysO",camiloreports,T,I,1,,0,1.0,0.6739943739
587,T2,1237901,"Border arrivals of unaccompanied children have declined since the summer, but U.S. officials recorded processing nearly 14,000 migrant minors traveling without parents last month, the highest tally for any November in history.",camiloreports,E,I,1,,0,0.0,0.9072079712
588,T2,1232739,"And here’s our story, which includes new reporting on the administration’s plan to deal with another potential sharp increase in border arrivals of migrant children next year. Two emergency housing sites could be opened in North Carolina and New Mexico:
https://t.co/grsC6AbcI6",camiloreports,T,U,1,,0,1.0,0.668717155
589,T2,1122531,"United Nations officials have been calling on the Biden administration to discontinue the Trump-era Title 42 policy, which allows U.S. border authorities to expel migrants without court hearings or asylum screenings.",camiloreports,T,P,1,,0,1.0,0.8464930908
590,T3,1551379,"While Title 42 allowed the U.S. to cite public health concerns to expel hundreds of thousands of migrants without hearing their asylum claims, it encouraged some migrants who were expelled to Mexico without any of the aforementioned consequences to make repeat border crossings 3/",camiloreports,T,P,1,,0,1.0,0.8426076677
591,T2,1138682,"We reported last month that the HHS shelter system received 122,000 unaccompanied migrant children in fiscal year 2021, an all-time high that shattered previous records:
https://t.co/grsC6AbcI6",camiloreports,T,U,1,,0,1.0,0.89488649
592,T3,1535268,"The Biden administration just published the final regulation that will enact this sweeping restriction on asylum starting on Thursday, May 11:

As we reported yesterday, there are no major changes from the rule proposed in February.
https://t.co/oRfoZqWBga",camiloreports,T,U,1,,0,1.0,0.7563870956
593,T3,1543964,"The 480 employees, who have prior refugee / asylum processing experience, will help the 1,000-member U.S. asylum officer corps conduct virtual ""credible fear"" screenings of migrants. 

They will be trained ""very soon,"" according to the notice by USCIS Director Ur Jaddou.",camiloreports,T,U,1,,0,1.0,0.7002184682
594,T2,1335949,"The White House announced late last year that Tyler Moran, Mr. Biden's senior advisor for migration, will be leaving the administration this month. 

Several other top officials working on immigration left the administration last year, including Roberta Jacobson and Amy Pope.",camiloreports,T,U,1,,0,1.0,0.6507788152
595,T2,1291068,"Border arrests increased in November after a 3-month downward trend, partly fueled by a record number of arrivals from Venezuela, which tied Guatemala as the second-largest source of migrants, surpassing Honduras and El Salvador.
https://t.co/idSPruRDJy via @CBSNews",camiloreports,T,U,1,,0,1.0,0.9089456169
596,T4,398243,@crantasticsam @hazelnut6 @alysonlawless @RyanShead We could end this discussion by deporting all illegals and fake asylum seekers? https://t.co/rfwyZcpNKB,Captain09190873,O,A,1,,1,,0.5326702449
597,T4,68197,"@lowder_penelope @icanthink4me @0liviajulianna @esglaude So, the idea here is you blame Trump for mass shootings, mutilation of kids, abortion, men invading women's private spaces, illegal immigration, mass retail theft ... Basically every thing that's bad Trump invented?",Captain09190873,O,A,1,,1,,0.5030227797
598,T4,624280,@XianAtty @PressX_toDoubt @MADtastically @WyaneEntInc @Ellies2ndaccnt @ChaplainFleming @ZachWLambert Let these people create a LinkedIn account and land a job in their field. A green card will be waiting for them at the consulate.,Captain09190873,O,U,1,,1,,0.515658017
599,T3,1579054,@NatlyDenise_ I'm sure they are for handing out to illegals.,Captain09190873,O,A,1,,1,,0.572130822
600,T4,158199,@XianAtty @PressX_toDoubt @MADtastically @WyaneEntInc @Ellies2ndaccnt @ChaplainFleming @ZachWLambert Which is why we need a hard core revamp of our immigration law. Illegal aliens and fake asylum seekers have no right to breathe the air in our country.,Captain09190873,O,A,1,,1,,0.6354488027
601,T4,226927,"@benonwine YES, I have been saying this for years I have been following them for over 2 years. They are people smuggling under the guise of a charity. They have their own lawyers who help illegal immigrants to stay in this country. They give them a sob story to tell the authorities..",Catchthewind7,E,A,0,,0,0.0,0.6449535333
602,T3,1503880,"@libertyhq They are not refugees or asylum seekers, they are illegal economic migrants who have no right to be here, therefore we should be able to deport them, without other countries trying to stop it. https://t.co/K0jYWdhHhP",Catchthewind7,E,A,0,,0,0.0,0.6581631419
603,T3,1528988,"@libertyhq They are not refugees or asylum seekers, they have come through at least 5/6 SAFE countries in which they were no danger AT ALL, why did they go to the French coast and getting a dinghy, Because they are illegal economic migrants who have no right to be here https://t.co/p8DJRnpQ7y",Catchthewind7,F,A,0,,0,0.0,0.6915060125
604,T4,451961,"@UKLabour It’s labour get in, this is finished, you will be giving 100,000 illegal immigrants amnesty we will have open door immigration and I’ve no doubt you’re Muslim MP will be pushing for sharia law. https://t.co/8gX62crBBQ",Catchthewind7,F,A,0,,0,0.0,0.593947521
605,T2,1293416,"@pritipatel Illegal immigrants are given social housing, with piglet always lived in this country are struggling to find somewhere decent to live, and we’ve got EXservicemen sleeping on the streets",Catchthewind7,E,A,0,,0,0.0,0.615803223
606,T4,737704,There are consequences for migrants who enter the U.S. unlawfully by crossing the border between ports of entry. You may be returned to your home country if it is quickly determined you are not eligible for asylum. https://t.co/TDnNHVJCGr,CBP,T,U,1,,0,1.0,0.6418647753
607,T3,1531183,"On May 12, DHS will process individuals encountered at the border without proper travel documents using its longstanding Title 8 authorities, enforcing consequences like barring individuals who are removed from re-entry for five years, deportation, &amp; more. https://t.co/0OuramIEtL https://t.co/W9mqEdbKq3",CBP,T,U,1,,0,1.0,0.6363794541
608,T2,1187095,".@CBPRGV USBP agents arrested two gang affiliated migrants over the holiday weekend. 

Learn more: https://t.co/K5VfoVXj6g https://t.co/6l5Kw2XwsN",CBP,T,U,1,,0,1.0,0.8101954167
609,T2,1251160,"Over a 24hr period, Laredo Sector Border Patrol agents intercepted 3 human smuggling attempts, leading to: 
◾ 70+ migrants arrested
◾ A stolen tractor-trailer recovered 
◾ $2K worth of meth seized

Read more via @CBPSouthTexas: https://t.co/MnO7POvTAi https://t.co/dDeV1mLhaq",CBP,T,U,1,,0,1.0,0.823352471
610,T2,1448602,"On Wednesday, Laredo Sector Border Patrol agents stopped a human smuggling attempt after detecting a suspicious abandoned minivan, leading to 10 migrants.

More: https://t.co/c0qROgGTnN https://t.co/FJd7ZpcA7y",CBP,T,U,1,,0,1.0,0.8407311874
