origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes
T2,1295634,1.47216E+18,@BBCWorld We are good at f'ing things; so maybe I see their concern. TBF just see we need Ukraine to become the new Calais to solve the migrants invasion.,Sat Dec 18 11:08:25 +0000 2021,LesTodd10,12/18/21,,,,
T4,615332,1.78181E+18,@joanna_starz07 TBF think its; the Brits are tolerant; the migrants aren't so we will give them to the migrants. everybody will be happy.,Sat Apr 20 22:16:57 +0000 2024,LesTodd10,4/20/24,,,,
T3,1506510,1.65595E+18,@dave24144975 TBF rather see deportation its the one thing they want; to be in the UK; maybe to get dependant here. Should be; going home today. Prison should never be an option. They seem a breeding ground for terror cells. Biometrics; deportation costs us less. No benefits; no passport.,Tue May 09 15:13:08 +0000 2023,LesTodd10,5/9/23,,,,
T4,766168,1.77837E+18,@rodbishop15 The CoE is a lifestyle change. they did here; clearly to block deportation. the asylum should not be a lifestyle change. it should be at least no fault of your own. this is. choice to be persecuted? The UK isn't their home. so it will be I don't like labour; persecuted as Tory.,Thu Apr 11 10:37:29 +0000 2024,LesTodd10,4/11/24,,,,
T3,1496604,1.65629E+18,@PeteNorth303 But if they commit crime you can't put them on the street when they leave. so instant house. Same NHS they don't put folk on the street; bed blocking maybe. All they want is to be here. deportation is the only thing they fight against. Want to stop them; deport all of them. Ban?,Wed May 10 13:27:14 +0000 2023,LesTodd10,5/10/23,,,,
T4,735990,1.78109E+18,@cholatera @DavidJoBrexit it should be relatively easy. everyone who enters UK waters are documented. no documents no entry period. it should be like a custom post.  no entry unless a valid reason for entry. asylum isn't one of them. care 4 calais etc banned from the UK.,Thu Apr 18 22:22:53 +0000 2024,LesTodd10,4/18/24,,,,
T3,1560791,1.65627E+18,@On_The_News_Ltd The houses of migrants aren't for the benefit of the people.,Wed May 10 11:59:53 +0000 2023,LesTodd10,5/10/23,,,,
T4,720754,1.77927E+18,@AllisonPearson TBF when we see Christianity use to stop deportation its a scam. Its not  what they fled; hence claim asylum. so should be deported. we shouldn't have to find a safe country for them; this is something they need ownership of. we only deport from the UK they should determine where,Sat Apr 13 22:18:52 +0000 2024,LesTodd10,4/13/24,,,,
T4,687034,1.78133E+18,@benonwine Migrant stage 1.,Fri Apr 19 14:23:35 +0000 2024,LesTodd10,4/19/24,,,,
T3,1498727,1.65622E+18,@dave24144975 So clearly intend to house them all for free. they never seem to get past processing. So none fail asylum. 99.9% seems to be failed asylum; so why no deportation? Gov are importing whole nations here; why?,Wed May 10 08:36:45 +0000 2023,LesTodd10,5/10/23,,,,
T2,1287411,1.47234E+18,@mrjamesob This lot join anything sounds; hell no. We are already a migrant camp of Calais. More likely another Gov sell off (or sell out). Seems why they want everyone from the EU. Also seems now a minority country.,Sat Dec 18 22:49:41 +0000 2021,LesTodd10,12/18/21,,,,
T3,1556360,1.65597E+18,"Why is this boy waving a foreign flag, presumably of the country of his birth from which he has fled because of persecution...WAKE UP @CarolineLucas @YvetteCooperMP @ukhomeoffice THEY ARE NOT REFUGEES They must be detained and returned regardless of any fairy stories.",Tue May 09 16:04:32 +0000 2023,LindaNi121202,5/9/23,,,,
T4,158589,1.78094E+18,"@YorksRose_84 Mental health issues ?...if so should be sectioned, like anyone else non immigrant would be",Thu Apr 18 12:59:26 +0000 2024,LindaNi121202,4/18/24,,,,
T2,1104370,1.47952E+18,"@ukhome @pritipatel the placing of ""asylum seekers"" in a town like Barrow in Furness is wrong. The town has it's own problems...Wrong wrong wrong @simonfell I know you agree and have objected. The Government doesn't care, it's winter what are they supposed to do. Has to Stop!",Fri Jan 07 18:08:02 +0000 2022,LindaNi121202,1/7/22,,,,
T2,1099509,1.47921E+18,"@BorisJohnson why are you swanning about vaccine centres all this week. Every time I switch news on there you are  hands on hips mooching about round people being jabbed. 
Why dont you spend this time down on the South Coast looking at the ongoing problems with unwanted migrants",Thu Jan 06 22:13:28 +0000 2022,LindaNi121202,1/6/22,,,,
T2,1126463,1.48044E+18,"The absurdity of this @Conservatives Government and its @ukhomeoffice unsustainable immigration debacle 👇. Genuine people vs freeloading fake "" refugees "" ""assylum"" seekers with thousands of pounds to pay illegal smuggling racketeers.",Mon Jan 10 07:35:28 +0000 2022,LindaNi121202,1/9/22,,,,
T2,1141173,1.47807E+18,"@8aularodriguez Republicans never passed a single piece of immigration legislation . Under longstanding law, it is currently LEGAL for a migrant to enter the country and request an asylum hearing. Republicans never changed that. We have exactly the same border security today we had under Trump.",Mon Jan 03 18:42:47 +0000 2022,Lon86690798,1/3/22,,,,
T3,1528287,1.65632E+18,"@SenTedCruz Ted caused the surge with his “open border” lie. Ted has been in the Senate for years and never changed Asylum laws, never passed immigration reform, never stopped the flow of drugs. Ted has no solution, can’t legislate or fund any. So, he blames Biden for a 150 year old problem.",Wed May 10 15:45:31 +0000 2023,Lon86690798,5/10/23,,,,
T2,1209239,1.48057E+18,"@Jim_Jordan “ arrests”, “ detained”.. that proves the Republican lie. Republicans “ open border” lie is causing the surge. The truth is, we have exactly the same border security today we had under Trump",Mon Jan 10 16:00:13 +0000 2022,Lon86690798,1/10/22,,,,
T4,7846,1.78212E+18,@SenTedCruz Where is Ted Cruz legislation that changes Asylum and Immigration laws? Abbott said he would secure Texas border. Why have Ted Cruz and Abbott failed Texas and America? Ted was a co-conspirator in Trumps attack on our Capital. Remove fascists who have hijacked the GOP.,Sun Apr 21 18:44:00 +0000 2024,Lon86690798,4/21/24,,,,
T3,1540900,1.65633E+18,"@tedcruz In decades, Ted has never legislated or funded border solutions. Human Traffickers use video of Ted Cruz saying we have “ open border” to recruit and exploit migrants. Ted has no solution to what is really a 150 year old problem. Stop blaming Biden.",Wed May 10 15:57:42 +0000 2023,Lon86690798,5/10/23,,,,
T2,1159913,1.47716E+18,"Half a million unvetted, unvaccinated,  probably infected illegals released into our midst for the taxpayers to support for the rest of their lives!

2021: 1.9M Migrants Apprehended Along Southwest Border, 500K ‘Got Aways‘ https://t.co/gtw9Yt0Xqh via @BreitbartNews",Sat Jan 01 06:28:37 +0000 2022,MILI14,12/31/21,,,,
T4,270657,1.78116E+18,"Because open borders, MILLIONS OF ILLEGALS sucking up BILLIONS IN RESOURCES, fentanyl, child/human trafficking pouring through the border, INFLATION, higher prices on EVERYTHING, rampant crime, rapes, violence are so wonderful! They better get used to it.",Fri Apr 19 03:16:52 +0000 2024,MILI14,4/18/24,,,,
T4,290764,1.78105E+18,@TomFitton @WashTimes Holy GOD!!!! What further proof does anyone need that biden hates American citizens and is throwing them under the bus in favor of illegals! WAKE UP!!!,Thu Apr 18 19:48:23 +0000 2024,MILI14,4/18/24,,,,
T3,1564636,1.64575E+18,New York just can't afford to remain a sanctuary city https://t.co/tIkr694aqk via @nypost,Tue Apr 11 11:08:16 +0000 2023,MILI14,4/11/23,,,,
T4,290811,1.78105E+18,Holy GOD!!!! What further proof does anyone need that biden hates American citizens and is throwing them under the bus in favor of illegals! WAKE UP!!!,Thu Apr 18 19:47:37 +0000 2024,MILI14,4/18/24,,,,
T2,1441406,1.48059E+18,"“I’m honored and excited to rejoin active service on the Homeland Security Committee, where I plan to focus on highlighting and finding solutions to the scourge of white nationalist extremism,” Swalwell said. 
Meanwhile our border was invaded by over 2 million illegals last yr.",Mon Jan 10 17:33:21 +0000 2022,MRiverlife,1/10/22,,,,
T4,95682,1.78202E+18,"Remember how hard Trump fought to secure the border while the Dems thwarted him at every turn?He wanted about $6billion for the wall &amp; had to take it from somewhere else in the budget &amp; they fought that too. Meanwhile,what are we up to with Ukraine?$150 billion?Democrats hate US.",Sun Apr 21 12:17:28 +0000 2024,MRiverlife,4/21/24,,,,
T4,75617,1.78149E+18,"@POTUS Many ""immigrants"" taking the jobs",Sat Apr 20 01:09:18 +0000 2024,MRiverlife,4/19/24,,,,
T3,1555622,1.64987E+18,@neesietweets He doesn't like being a sanctuary city anymore?,Sat Apr 22 20:11:02 +0000 2023,MRiverlife,4/22/23,,,,
T4,274502,1.78114E+18,@POTUS All those illegals getting work permits are certainly happy while taking jobs from American citizens.,Fri Apr 19 01:41:09 +0000 2024,MRiverlife,4/18/24,,,,
T2,1322493,1.4803E+18,Australian government LOSES bid to delay Novak Djokovic's deportation case by two days https://t.co/l0QHou5Aiw,Sun Jan 09 21:58:25 +0000 2022,MailOnline,1/9/22,,,,
T4,632876,1.78078E+18,"Failed asylum seeker, 40, who wore a sign saying 'migrants are not criminals' raped a 15-year-old girl after his deportation back to Africa was blocked by do-gooder cabin crew https://t.co/tROU2r6ss1 https://t.co/x497D8u6Vz",Thu Apr 18 02:22:57 +0000 2024,MailOnline,4/17/24,,,,
T2,1142007,1.47802E+18,Britain 'gives up hope' of deal with France to stop migrant crossings https://t.co/7soeFY5KOb,Mon Jan 03 14:55:29 +0000 2022,MailOnline,1/3/22,,,,
T4,737386,1.78105E+18,Chicago residents in MAGA hats tear into Democrat mayor for allotting $70million to migrants: 'We need the money more than they do!' https://t.co/7TkpDRnT8s https://t.co/5952JecnOT,Thu Apr 18 20:09:14 +0000 2024,MailOnline,4/18/24,,,,
T4,737443,1.78105E+18,NYPD raid AOC's 'third world' district after shocking video showed trash-covered streets overrun by migrants running illegal 'flea market' - only for brazen vendors to return the next day https://t.co/pCJT7sK2qA https://t.co/lGJFPghZlH,Thu Apr 18 20:09:13 +0000 2024,MailOnline,4/18/24,,,,
T2,1463774,1.47959E+18,Novak Djokovic's OUTRAGEOUS demands from immigration detention have been revealed https://t.co/k2JcR5W8qp,Fri Jan 07 23:21:14 +0000 2022,MailOnline,1/7/22,,,,
T4,640823,1.78065E+18,Harry FINALLY cut ties with Britain: Exiled prince lists US as primary residence for first time - amid deportation fears over past drug use https://t.co/4SkwIkcEBk https://t.co/C5eWoJITx4,Wed Apr 17 17:34:26 +0000 2024,MailOnline,4/17/24,,,,
T2,1158052,1.47729E+18,"Over 2,000 child migrants who arrived in UK in past 4 years were victims of human trafficking, figures show https://t.co/2icZ27pu6a",Sat Jan 01 14:30:06 +0000 2022,MailOnline,1/1/22,,,,
T4,642406,1.78063E+18,Harry cuts business ties with UK: Prince lists US as primary residence for first time - calling into question role deputising for King - amid deportation calls over past drug use https://t.co/LA19ESNI5X https://t.co/fY4JkO9Edx,Wed Apr 17 16:21:24 +0000 2024,MailOnline,4/17/24,,,,
T2,1287647,1.47233E+18,Justice Department Ends Settlement Talks With Migrant Families Separated at the Border https://t.co/OnV4cVRZOa,Sat Dec 18 22:24:20 +0000 2021,MarciaSessler,12/18/21,,,,
T4,16704,1.78216E+18,Dem rages from House floor: 'The Ukrainian-Russian border is OUR border!' https://t.co/g8tx23C0K7 via @americanwire_,Sun Apr 21 21:25:50 +0000 2024,MarciaSessler,4/21/24,,,,
T4,583420,1.77881E+18,End the 'sanctuary city' protection for illegal-migrant repeat perps https://t.co/dhh1cfhNMO via @nypost,Fri Apr 12 15:20:39 +0000 2024,MarciaSessler,4/12/24,,,,
T2,1169480,1.47672E+18,Gateway To America: Southern Border Agents Report Illegal Migrants From 45  Different Countries Entering In Never-Ending Surge @PublishedReport https://t.co/lgkckkx1n7,Fri Dec 31 00:57:23 +0000 2021,MarciaSessler,12/30/21,,,,
T4,586099,1.7781E+18,End the 'sanctuary city' protection for illegal-migrant repeat perps https://t.co/dhh1cfhNMO via @nypost,Wed Apr 10 16:24:41 +0000 2024,MarciaSessler,4/10/24,,,,
T2,1413740,1.48056E+18,"If workers knew how much they could make elsewhere, even more would quit their jobs — and low-wage roles would be forced to pay more https://t.co/ZM8MV7c2Gf Solution: More immigration!",Mon Jan 10 15:09:25 +0000 2022,MarkSKrikorian,1/10/22,,,,
T4,600622,1.78134E+18,"U.S. Restarts Deportation Flights to Haiti https://t.co/NyvpJCiHQH Faster, please.",Fri Apr 19 15:01:44 +0000 2024,MarkSKrikorian,4/19/24,,,,
T3,1549266,1.65602E+18,"@GlennLittle5 Only the religion of resettled refugees is tracked. But, yes, most Latin American immigrants are Catholic, though not as large a share as before, since Protestantism is spreading fast in a number of countries down there.",Tue May 09 19:49:21 +0000 2023,MarkSKrikorian,5/9/23,,,,
T3,1558776,1.65628E+18,"Biden admits migrant surge is ‘going to be chaotic’ when Title 42 ends https://t.co/MkoXLB5Kp7 What happened to ""it's just seasonal, happens every year""?",Wed May 10 12:31:12 +0000 2023,MarkSKrikorian,5/10/23,,,,
T3,1562663,1.656E+18,"""According to Castro, there are 10,000 migrants right now in the city of Tijuana and 5,000 in Mexicali who plan on going north of the border to seek asylum in the near future."" https://t.co/YZjW24P1f1",Tue May 09 18:08:16 +0000 2023,MarkSKrikorian,5/9/23,,,,
T2,1150844,1.47835E+18,"Mexico asylum applications surge in 2021, Haitians top list https://t.co/aorOKlSDne This is as it should be, rather than passing thru Mexico to apply for asylum here.",Tue Jan 04 13:17:23 +0000 2022,MarkSKrikorian,1/4/22,,,,
T2,1440955,1.48031E+18,Harris comms chief apologizes for old anti-immigration tweets https://t.co/tT3HQ0O172 There was nothing wrong with the original tweets. This just shows how radicalized the Democratic party mainstream has become.,Sun Jan 09 22:54:00 +0000 2022,MarkSKrikorian,1/9/22,,,,
T2,1086558,1.47992E+18,Asylum Grant Rate in ‘Credible Fear’ Cases Fell in FY 2021; But so did denials; pandemic-related closures affected completions https://t.co/jPEHHoDdQc via @CIS_org,Sat Jan 08 20:58:59 +0000 2022,MarkSKrikorian,1/8/22,,,,
T2,1187731,1.47592E+18,"Mexico Freed a Suspected Yemeni Terrorist Migrant – and Left Americans to Find Him

Suggests breakdown in cross-border coordination amid overwhelming mass-migration crisis

https://t.co/bqQ3Ya5bwc via @CIS_org",Tue Dec 28 19:47:12 +0000 2021,MarkSKrikorian,12/28/21,,,,
T4,505347,1.77534E+18,"Feds say child pornographer exploited immigration system to smuggle in his victim https://t.co/RtsBOXzFiE ""a case that implicates President Biden’s more relaxed approach to illegal immigrant children."" Great vetting, fellas!",Wed Apr 03 01:57:03 +0000 2024,MarkSKrikorian,4/2/24,,,,
T2,1119348,1.47854E+18,"Kamala Harris will tell you America is moving, but she couldn’t move herself to the southern border to see the illegal migration crisis unfold.

America is not moving under the Biden-Harris administration.",Wed Jan 05 01:38:04 +0000 2022,MarshaBlackburn,1/4/22,,,,
