,origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes,cleaned_text
348,T4,570078,1.77581e+18,@Pirates_of_ISB @rtenews You get poverty and emigration.,Thu Apr 04 08:49:26 +0000 2024,BryanMa50902802,4/4/24,opinion,neutral,Ireland,,get poverty emigration
349,T4,166529,1.78086e+18,@TomasMac45397 @AodhMorONeill Hard working immigrants improve a country.,Thu Apr 18 07:13:55 +0000 2024,BryanMa50902802,4/18/24,opinion,neutral,Ireland,,Hard working immigrant improve country
350,T2,1452911,1.48052e+18,"Deported foreign criminals returned to Britain, reveals Sue Reid https://t.co/VfxB9Unmku via @MailOnline 

The border is a sieve.",Mon Jan 10 12:23:16 +0000 2022,ByrneBarry,1/10/22,true information,anti,UK,,deported foreign criminal returned Britain reveals Sue Reid via border sieve
351,T2,1420271,1.48051e+18,@mikelonerider @pritipatel We also need amendment to our own immigration act and asylum seekers legislation of 1997. That is directly within our ability to take immediate action and is one of the major pull factors.,Mon Jan 10 11:54:40 +0000 2022,ByrneBarry,1/10/22,opinion,neutral,UK,,also need amendment immigration act asylum seeker legislation directly within ability take immediate action one major pull factor
352,T4,768216,1.78085e+18,"Failed asylum seeker, 40, who wore a sign saying 'migrants are not criminals' raped a 15-year-old girl after his deportation back to Africa was blocked by do-gooder cabin crew.
Headline from the Daily Mail and reported on BBC R4 this morning.",Thu Apr 18 06:55:49 +0000 2024,ByrneBarry,4/17/24,true information,neutral,UK,,failed asylum seeker wore sign saying migrant criminal raped yearold girl deportation back Africa blocked dogooder cabin crew Headline Daily Mail reported BBC R morning
353,T2,1260476,1.47361e+18,"Asylum seekers in PM’s constituency claim accommodation ‘not fit to live in’  https://t.co/DZyZxgvl4B 

Hillingdon Council has had one of the fewest council tax rises in the country for over a decade.
A Conservative council doing their best with tax payers money. That could alter",Wed Dec 22 11:07:55 +0000 2021,ByrneBarry,12/22/21,uncertain,neutral,UK,,Asylum seeker PMs constituency claim accommodation fit live Hillingdon Council one fewest council tax rise country decade A Conservative council best tax payer money could alter
354,T2,1175037,1.4765e+18,"Migrant crisis: 'Large stone unturned' in fight against smugglers – Boris told to act https://t.co/5CzIkLzbFG 

Daily Express giving publicity to Care4Calais and it's founder, who thought of other ways of giving comfort to a Tunisian migrant, other than soup and rolls.",Thu Dec 30 10:10:40 +0000 2021,ByrneBarry,12/30/21,true information,neutral,UK,,migrant crisis Large stone unturned fight smuggler Boris told act Daily Express giving publicity CareCalais founder thought way giving comfort tunisian migrant soup roll
355,T4,767752,1.78086e+18,"News this morning so far.
A failed asylum seeker convicted of raping a 15 year old after cabin crew prevented deportation.
A Home Office 'decision maker' trying to extort money from an asylum claimant.
An African who supports a French speaking community of Africans in the ..cont/",Thu Apr 18 07:27:05 +0000 2024,ByrneBarry,4/18/24,true information,neutral,UK,,news morning far A failed asylum seeker convicted raping year old cabin crew prevented deportation A Home Office decision maker trying extort money asylum claimant African support french speaking community Africans cont
356,T2,1339019,1.48061e+18,"@canadiancarol1 @MailOnline Good point, but the same as we do nothing to defend ourselves, such thinking applies to the children.
Whatever happens it seems we mustn't rock the migrant boat (no pun intended) not sure who we might offend by being concerned about child welfare, but must be powerful.",Mon Jan 10 18:20:57 +0000 2022,ByrneBarry,1/10/22,opinion,neutral,UK,,good point nothing defend thinking applies child whatever happens seems must rock migrant boat pun intended sure might offend concerned child welfare must powerful
357,T2,1084358,1.47997e+18,"@SayersTrish I really don't know. A totally twisted sense of human rights, where the rights of an asylum seeker, convicted of rape take precedence of the rights of a victim and potentially future victims.",Sun Jan 09 00:18:20 +0000 2022,ByrneBarry,1/8/22,opinion,anti (?),UK,,really know A totally twisted sense human right right asylum seeker convicted rape take precedence right victim potentially future victim
358,T2,1143057,1.47798e+18,"Just can't get over it. The Home Office is buying sun hats for migrants from Africa and the Middle East landing at the scorching desert that is Dover.
Is there any more ways they can find of spending your money?",Mon Jan 03 12:16:55 +0000 2022,ByrneBarry,1/3/22,uncertain,anti,UK,"true information, or misleading content",get Home Office buying sun hat migrant Africa Middle East landing scorching desert Dover Is way find spending money
359,T2,1340688,1.48057e+18,"Afghans risk dying in freezing temperatures in Calais, charities warn https://t.co/NkV2riBz8x 

How is it our responsibility? They are in France.
The charities are enabling the migrant stay in tents by giving basic sustenance &amp; continuing to give them hope of reaching the UK.",Mon Jan 10 16:06:16 +0000 2022,ByrneBarry,1/10/22,true information,anti,UK,,afghan risk dying freezing temperature Calais charity warn How responsibility France charity enabling migrant stay tent giving basic sustenance amp continuing give hope reaching uk
360,T2,1121887,1.47916e+18,"A Home Office spokesperson has previously said: ""Since 1999, the Home Office has had a statutory obligation to provide accommodation and other support to asylum seekers who would otherwise be destitute whilst their application for asylum is being considered.",Thu Jan 06 18:25:54 +0000 2022,ByrneBarry,1/6/22,true information,neutral,UK,,Home Office spokesperson previously said since Home Office statutory obligation provide accommodation support asylum seeker would otherwise destitute whilst application asylum considered
361,T2,1251160,1.47364e+18,"Over a 24hr period, Laredo Sector Border Patrol agents intercepted 3 human smuggling attempts, leading to: 
◾ 70+ migrants arrested
◾ A stolen tractor-trailer recovered 
◾ $2K worth of meth seized

Read more via @CBPSouthTexas: https://t.co/MnO7POvTAi https://t.co/dDeV1mLhaq",Wed Dec 22 13:07:01 +0000 2021,CBP,12/22/21,true information,neutral,,,hr period Laredo Sector Border Patrol agent intercepted human smuggling attempt leading migrant arrested A stolen tractortrailer recovered K worth meth seized Read via
362,T4,737704,1.78105e+18,There are consequences for migrants who enter the U.S. unlawfully by crossing the border between ports of entry. You may be returned to your home country if it is quickly determined you are not eligible for asylum. https://t.co/TDnNHVJCGr,Thu Apr 18 20:01:04 +0000 2024,CBP,4/18/24,true information,neutral,,,consequence migrant enter YOUS unlawfully crossing border port entry may returned home country quickly determined eligible asylum
363,T3,1531183,1.65458e+18,"On May 12, DHS will process individuals encountered at the border without proper travel documents using its longstanding Title 8 authorities, enforcing consequences like barring individuals who are removed from re-entry for five years, deportation, &amp; more. https://t.co/0OuramIEtL https://t.co/W9mqEdbKq3",Fri May 05 20:00:32 +0000 2023,CBP,5/5/23,true information,neutral,,,May DHS process individual encountered border without proper travel document using longstanding Title authority enforcing consequence like barring individual removed reentry five year deportation amp
364,T2,1187095,1.47593e+18,".@CBPRGV USBP agents arrested two gang affiliated migrants over the holiday weekend. 

Learn more: https://t.co/K5VfoVXj6g https://t.co/6l5Kw2XwsN",Tue Dec 28 21:00:09 +0000 2021,CBP,12/28/21,true information,neutral,,,usbp agent arrested two gang affiliated migrant holiday weekend Learn
365,T2,1448602,1.48055e+18,"On Wednesday, Laredo Sector Border Patrol agents stopped a human smuggling attempt after detecting a suspicious abandoned minivan, leading to 10 migrants.

More: https://t.co/c0qROgGTnN https://t.co/FJd7ZpcA7y",Mon Jan 10 14:37:00 +0000 2022,CBP,1/10/22,true information,neutral,,,Wednesday Laredo Sector Border Patrol agent stopped human smuggling attempt detecting suspicious abandoned minivan leading migrant
366,T2,1238123,1.47402e+18,"U.S. shelters received a record 122,000 unaccompanied migrant children in 2021  https://t.co/6quyR9UaaM",Thu Dec 23 14:30:00 +0000 2021,CBSNews,12/23/21,true information,neutral,,,yous shelter received record unaccompanied migrant child
367,T4,636070,1.78073e+18,"Cuba's deputy foreign minister tells @camiloreports the Cuban government is willing to accept more deportations from the U.S. But he also called on the U.S. to lift its embargo on the island, blaming it for an exodus of migrants. https://t.co/ZPtKA4j7gW",Wed Apr 17 22:35:08 +0000 2024,CBSNews,4/17/24,true information,neutral,,,Cubas deputy foreign minister tell cuban government willing accept deportation yous also called YOUS lift embargo island blaming exodus migrant
368,T3,1503093,1.65642e+18,"As the Biden administration prepares for the end of Title 42 tomorrow, CBS News' @NicoleSganga reports from Brownsville, Texas where border officials work to keep up with the sudden increase of migrants amid concerns about capacity at processing centers. https://t.co/QVhfmSnKd4",Wed May 10 21:47:14 +0000 2023,CBSNews,5/10/23,true information,neutral,,,Biden administration prepares end Title tomorrow CBS News report Brownsville Texas border official work keep sudden increase migrant amid concern capacity processing center
369,T2,1472010,1.47935e+18,Supreme Court to hear vaccine requirements case; Novak Djokovic remains in immigration detention; and Wyoming trooper narrowly avoids out-of-control car. Here's what's coming up on CBS News: https://t.co/vvXgf6mBpv https://t.co/2uehl8ZuOY,Fri Jan 07 07:00:16 +0000 2022,CBSNews,1/6/22,true information,neutral,,,Supreme Court hear vaccine requirement case Novak Djokovic remains immigration detention Wyoming trooper narrowly avoids outofcontrol car coming CBS News
370,T3,1511889,1.6564e+18,The bill includes $12 million to transport migrants to other states. https://t.co/ypFQ9yLzCf,Wed May 10 20:45:00 +0000 2023,CBSNews,5/10/23,true information,neutral,,,bill includes million transport migrant state
371,T2,1296009,1.47156e+18,"Thank you @JoaquinCastrotx for speaking up for people seeking asylum. We agree: It's past time to end the inhumanity of Remain in Mexico and Title 42.

A thread well worth reading. ⬇️",Thu Dec 16 19:33:32 +0000 2021,CGRS_Asylum,12/16/21,opinion,pro,,,Thank speaking people seeking asylum agree past time end inhumanity Remain Mexico Title A thread well worth reading
372,T4,441351,1.77631e+18,"Thank you @SenWarren @SenGillibrand @RepEspaillat @RepBowman @RepChuyGarcia for leading the charge in urging the Biden admin to extend work permits!

Immigrants and people seeking asylum can now breathe a sigh of relief that they won’t lose their jobs because of gov't backlogs. https://t.co/qJiQC60kec",Fri Apr 05 18:06:24 +0000 2024,CGRS_Asylum,4/5/24,true information,pro,,,Thank leading charge urging Biden admin extend work permit immigrant people seeking asylum breathe sigh relief lose job govt backlog
373,T3,1491188,1.65642e+18,"Families seeking safety deserve to be welcomed with dignity and compassion.

Not put on the fast-track to deportation and - in the meantime - subjected to dehumanizing surveillance measures like ankle monitors. #WelcomeWithDignity",Wed May 10 21:58:32 +0000 2023,CGRS_Asylum,5/10/23,true information,pro,,,family seeking safety deserve welcomed dignity compassion put fasttrack deportation meantime subjected dehumanizing surveillance measure like ankle monitor WelcomeWithDignity
374,T2,1289396,1.47193e+18,📄CGRS is proud to join &gt;240 partners in this letter urging @POTUS and @VP to end Remain in Mexico and Title 42 and ensure access to a safe and fair asylum process at the border. #WelcomeWithDignity https://t.co/7TUoULte3N,Fri Dec 17 19:47:07 +0000 2021,CGRS_Asylum,12/17/21,true information,pro,,,CGRS proud join gt partner letter urging end Remain Mexico Title ensure access safe fair asylum process border WelcomeWithDignity
375,T3,1508092,1.65637e+18,"🚨The Biden administration is moving forward with its illegal asylum ban. 

""This is an abdication of our legal and moral obligations to refugees that puts political expediency before human lives,"" CGRS Director @KarenMusalo says.

Our full statement: https://t.co/SKcjO9YPxM https://t.co/j9mWmFPFjr",Wed May 10 18:32:56 +0000 2023,CGRS_Asylum,5/10/23,uncertain,pro,,"true information, or misleading content",Biden administration moving forward illegal asylum ban abdication legal moral obligation refugee put political expediency human life CGRS Director say full statement
